scenario,sensor,impact
32,8,90000.0
32,9,90000.0
32,10,90000.0
32,11,90000.0
32,12,90000.0
32,13,90000.0
32,14,90000.0
32,15,90000.0
32,16,90000.0
32,17,90000.0
32,18,90000.0
32,19,90000.0
32,20,90000.0
32,21,90000.0
32,22,90000.0
32,23,90000.0
32,24,90000.0
32,25,90000.0
32,26,90000.0
32,27,90000.0
32,28,90000.0
32,29,90000.0
32,30,90000.0
32,31,3600.0
32,32,0.0
32,1,90000.0
4,2,90000.0
4,3,90000.0
4,4,0.0
4,5,3600.0
4,6,3600.0
4,7,3600.0
4,8,3600.0
4,9,3600.0
4,10,3600.0
4,11,3600.0
4,12,3600.0
4,13,3600.0
4,14,90000.0
4,15,90000.0
4,16,90000.0
4,17,90000.0
4,18,90000.0
4,19,90000.0
4,20,90000.0
4,21,90000.0
4,22,90000.0
4,23,90000.0
4,24,90000.0
4,25,90000.0
4,26,90000.0
4,27,90000.0
4,28,90000.0
4,29,90000.0
4,30,90000.0
4,31,90000.0
4,32,90000.0
4,1,90000.0
5,2,90000.0
5,3,90000.0
5,4,90000.0
5,5,0.0
5,6,3600.0
5,7,3600.0
5,8,3600.0
5,9,3600.0
5,10,3600.0
5,11,3600.0
5,12,3600.0
5,13,3600.0
5,14,90000.0
5,15,90000.0
5,16,90000.0
5,17,90000.0
5,18,90000.0
5,19,90000.0
5,20,90000.0
5,21,90000.0
5,22,90000.0
5,23,90000.0
5,24,90000.0
5,25,90000.0
5,26,90000.0
5,27,90000.0
5,28,90000.0
5,29,90000.0
5,30,90000.0
5,31,90000.0
5,32,90000.0
5,1,90000.0
6,2,90000.0
6,3,90000.0
6,4,90000.0
6,5,90000.0
6,6,0.0
6,7,3600.0
6,8,3600.0
6,9,3600.0
6,10,3600.0
6,11,3600.0
6,12,3600.0
6,13,3600.0
6,14,90000.0
6,15,90000.0
6,16,90000.0
6,17,90000.0
6,18,90000.0
6,19,90000.0
6,20,90000.0
6,21,90000.0
6,22,90000.0
6,23,90000.0
6,24,90000.0
6,25,90000.0
6,26,90000.0
6,27,90000.0
6,28,90000.0
6,29,90000.0
6,30,90000.0
6,31,90000.0
6,32,90000.0
6,1,90000.0
7,2,90000.0
7,3,90000.0
7,4,90000.0
7,5,90000.0
7,6,90000.0
7,7,0.0
7,8,3600.0
7,9,3600.0
7,10,3600.0
7,11,3600.0
7,12,3600.0
7,13,3600.0
7,14,90000.0
7,15,90000.0
7,16,90000.0
7,17,90000.0
7,18,90000.0
7,19,90000.0
7,20,90000.0
7,21,90000.0
7,22,90000.0
7,23,90000.0
7,24,90000.0
7,25,90000.0
7,26,90000.0
7,27,90000.0
7,28,90000.0
7,29,90000.0
7,30,90000.0
7,31,90000.0
7,32,90000.0
7,1,90000.0
8,2,90000.0
8,3,90000.0
8,4,90000.0
8,5,90000.0
8,6,90000.0
8,7,90000.0
8,8,0.0
8,9,3600.0
8,10,3600.0
8,11,3600.0
8,12,3600.0
8,13,3600.0
8,14,90000.0
8,15,90000.0
8,16,90000.0
8,17,90000.0
8,18,90000.0
8,19,90000.0
8,20,90000.0
8,21,90000.0
8,22,90000.0
8,23,90000.0
8,24,90000.0
8,25,90000.0
8,26,90000.0
8,27,90000.0
8,28,90000.0
8,29,90000.0
8,30,90000.0
8,31,90000.0
8,32,90000.0
8,1,90000.0
9,2,90000.0
9,3,90000.0
9,4,90000.0
9,5,90000.0
9,6,90000.0
9,7,90000.0
9,8,90000.0
9,9,0.0
9,10,3600.0
9,11,3600.0
9,12,3600.0
9,13,3600.0
9,14,90000.0
9,15,90000.0
9,16,90000.0
9,17,90000.0
9,18,90000.0
9,19,90000.0
9,20,90000.0
9,21,90000.0
9,22,90000.0
9,23,90000.0
9,24,90000.0
9,25,90000.0
9,26,90000.0
9,27,90000.0
9,28,90000.0
9,29,90000.0
9,30,90000.0
9,31,90000.0
9,32,90000.0
9,1,90000.0
